hotel_id,facility_swimming,facility_gym,airport_shuttle,facility_wifi,facility_parking,trust_rating_value,d37_hotel_category_name
141312,NO,NO,NO,YES,YES,,4-star
141844,YES,NO,YES,YES,YES,8.4,4-star
142644,YES,YES,NO,YES,YES,8.1,3-star
142657,YES,YES,NO,YES,YES,8.4,4-star
142742,YES,NO,YES,YES,YES,8.2,3-star
143436,NO,YES,NO,YES,YES,,3-star
143437,NO,YES,NO,YES,YES,,4-star
143499,YES,NO,NO,YES,YES,8.8,4-star
143597,NO,NO,NO,YES,YES,9.1,4-star
144150,NO,NO,NO,NO,NO,8.8,5-star
144816,NO,NO,NO,NO,NO,8.5,3-star
148200,YES,YES,NO,YES,YES,9.4,5-star
148202,NO,NO,YES,YES,YES,8.8,4-star
148754,YES,YES,YES,YES,YES,8.9,4-star
149497,NO,YES,NO,YES,YES,9.1,3-star
149499,YES,NO,YES,YES,YES,,3-star
149582,NO,NO,NO,NO,NO,,3-star
149729,YES,YES,YES,YES,YES,7.4,4-star
149776,NO,NO,NO,NO,NO,,3-star
149777,NO,NO,NO,NO,NO,,3-star
150039,NO,NO,NO,NO,NO,8.1,4-star
150155,NO,YES,YES,YES,YES,7.7,4-star
150344,NO,NO,NO,NO,YES,9.3,4-star
151235,NO,YES,YES,NO,YES,8.3,3-star
151748,NO,NO,YES,NO,YES,8.1,3-star
152390,NO,NO,YES,YES,YES,8.8,5-star
152529,YES,NO,YES,YES,YES,7.8,4-star
153798,NO,NO,NO,NO,NO,8.3,4-star
154533,NO,YES,YES,YES,YES,8.8,4-star
158377,NO,NO,NO,NO,NO,,4-star
158932,YES,NO,YES,YES,YES,8.8,5-star
159137,YES,YES,YES,YES,YES,,5-star
160186,NO,NO,NO,YES,NO,9.4,3-star
160290,YES,NO,NO,YES,NO,8.7,4-star
160405,NO,NO,YES,YES,YES,7.2,4-star
161762,NO,NO,NO,YES,YES,8.2,3-star
162633,YES,YES,YES,YES,YES,8.8,4-star
163215,NO,NO,NO,NO,NO,8.9,3-star
163248,NO,NO,YES,YES,NO,8.1,3-star
163773,NO,NO,YES,YES,NO,,3-star
164315,NO,NO,NO,NO,NO,8.4,
164385,NO,NO,NO,YES,YES,8.3,3-star
164454,NO,NO,NO,NO,NO,8.5,
164455,NO,NO,NO,NO,NO,8.3,4-star
164459,NO,NO,YES,NO,YES,8.4,4-star
164520,NO,NO,NO,NO,NO,8.1,
164543,YES,NO,YES,NO,YES,8.9,4-star
164544,YES,YES,YES,YES,YES,9.2,4-star
164569,NO,NO,NO,NO,NO,8.3,4-star
164925,NO,NO,YES,YES,YES,,3-star
165235,NO,NO,NO,YES,NO,8.6,3-star
165236,NO,NO,NO,YES,NO,8.6,3-star
165238,NO,NO,NO,YES,YES,7.8,3-star
166049,NO,NO,NO,NO,NO,8.4,4-star
166756,NO,YES,YES,YES,YES,8.7,4-star
167063,NO,NO,NO,NO,NO,8.4,4-star
167212,NO,NO,NO,NO,NO,8.4,3-star
167505,NO,NO,NO,YES,NO,7.8,3-star
167726,NO,NO,YES,YES,YES,8.0,4-star
167908,YES,YES,YES,YES,YES,9.4,5-star
167952,NO,NO,YES,YES,YES,7.7,3-star
168200,NO,NO,NO,NO,NO,8.1,
168674,NO,NO,YES,YES,YES,8.5,3-star
168768,NO,NO,NO,YES,YES,,3-star
169449,YES,YES,NO,NO,NO,,3-star
169671,YES,NO,YES,YES,YES,9.1,4-star
171663,NO,NO,NO,NO,NO,8.0,3-star
171758,NO,NO,YES,YES,YES,8.6,4-star
172045,NO,NO,YES,YES,YES,7.6,3-star
172224,YES,NO,YES,YES,YES,7.7,4-star
172769,YES,NO,YES,YES,YES,8.7,4-star
172778,NO,NO,NO,NO,NO,,4-star
172900,NO,NO,YES,YES,NO,,3-star
174124,NO,NO,NO,NO,NO,8.7,5-star
174890,NO,NO,YES,YES,NO,9.1,3-star
175142,NO,NO,NO,NO,NO,,4-star
175287,NO,NO,NO,NO,NO,8.0,3-star
175499,NO,YES,NO,YES,YES,7.5,3-star
175708,YES,NO,YES,YES,NO,7.4,4-star
175709,NO,NO,YES,YES,YES,8.1,4-star
176550,NO,NO,YES,YES,YES,9.0,5-star
177454,NO,NO,NO,NO,NO,8.3,4-star
177940,NO,NO,NO,YES,YES,8.4,4-star
178305,NO,NO,YES,YES,YES,8.8,2-star
178606,NO,NO,YES,YES,NO,6.0,4-star
178671,YES,NO,YES,YES,YES,8.4,5-star
179547,NO,NO,NO,NO,NO,8.6,4-star
179826,NO,NO,NO,YES,NO,8.5,3-star
180055,YES,NO,NO,YES,YES,9.5,4-star
180478,NO,NO,NO,NO,YES,8.5,3-star
180903,NO,NO,YES,NO,YES,8.4,4-star
181507,NO,NO,YES,YES,YES,,4-star
182059,NO,NO,NO,NO,NO,7.2,
184234,YES,YES,NO,YES,YES,,4-star
186051,NO,NO,NO,NO,NO,9.2,4-star
187731,NO,NO,NO,NO,NO,8.7,1-star
190554,NO,NO,NO,YES,NO,6.6,4-star
190893,NO,NO,YES,YES,NO,,3-star
191092,NO,NO,YES,YES,YES,8.4,3-star
192956,YES,NO,YES,YES,YES,8.6,5-star
193013,YES,YES,NO,NO,NO,9.1,4-star
193142,YES,YES,YES,YES,YES,8.9,4-star
193782,NO,NO,NO,YES,YES,7.8,3-star
195421,NO,NO,YES,YES,NO,8.9,4-star
195452,NO,YES,NO,YES,YES,9.1,4-star
195627,NO,NO,YES,YES,YES,,3-star
197192,YES,NO,YES,YES,NO,,4-star
197193,NO,NO,NO,YES,YES,9.0,4-star
197332,NO,NO,YES,YES,NO,8.0,3-star
197746,NO,NO,NO,YES,YES,,4-star
197747,NO,NO,NO,YES,YES,,4-star
197989,NO,NO,YES,YES,YES,,4-star
198625,NO,NO,NO,YES,YES,,3-star
199374,NO,NO,YES,YES,YES,7.8,3-star
200696,NO,NO,NO,NO,NO,8.5,3-star
200811,NO,NO,YES,YES,YES,,3-star
201168,YES,YES,YES,YES,NO,8.8,4-star
201177,NO,NO,NO,YES,NO,8.3,2-star
201776,NO,NO,NO,YES,NO,8.1,4-star
202373,NO,NO,NO,YES,YES,,3-star
202441,YES,NO,YES,YES,YES,,4-star
203863,NO,NO,NO,NO,NO,8.8,3-star
204185,YES,YES,YES,YES,YES,9.0,4-star
204739,YES,NO,YES,YES,NO,8.6,4-star
205394,NO,NO,NO,YES,YES,8.5,3-star
206028,NO,NO,NO,NO,NO,8.9,3-star
206711,NO,NO,NO,YES,YES,8.4,3-star
207590,NO,NO,YES,YES,YES,,4-star
208697,NO,NO,YES,YES,YES,8.1,4-star
209170,NO,YES,NO,YES,NO,9.1,5-star
209549,YES,NO,YES,YES,YES,8.8,4-star
209661,NO,NO,NO,NO,NO,,3-star
210170,NO,NO,NO,NO,NO,7.4,3-star
212151,NO,NO,NO,YES,NO,7.9,4-star
212802,NO,NO,YES,YES,YES,,4-star
212883,YES,YES,NO,YES,YES,,4-star
214131,NO,YES,NO,YES,NO,,4-star
214167,NO,NO,YES,YES,NO,6.0,3-star
214219,YES,NO,YES,YES,NO,7.1,3-star
214948,NO,NO,YES,YES,YES,,3-star
215443,YES,NO,YES,YES,YES,,5-star
215691,NO,NO,NO,YES,YES,,4-star
216475,NO,NO,NO,NO,NO,7.2,3-star
216753,NO,NO,YES,YES,NO,7.9,3-star
217041,YES,YES,NO,YES,YES,7.9,4-star
218284,YES,YES,YES,YES,YES,8.4,3-star
219252,YES,YES,YES,YES,YES,,4-star
219858,YES,NO,NO,YES,YES,,3-star
220451,NO,NO,NO,YES,NO,8.4,4-star
220638,NO,NO,YES,YES,NO,7.8,2-star
222413,NO,NO,NO,YES,YES,8.2,3-star
222977,NO,NO,YES,YES,YES,7.9,3-star
223552,YES,YES,NO,YES,NO,8.5,4-star
223672,NO,YES,NO,YES,YES,8.6,4-star
223682,YES,YES,YES,NO,YES,,4-star
223769,YES,NO,NO,YES,YES,8.3,4-star
224162,NO,NO,NO,YES,YES,8.5,3-star
224250,YES,NO,NO,YES,NO,8.2,3-star
224273,NO,NO,NO,YES,NO,7.8,3-star
224321,NO,NO,YES,YES,NO,8.2,3-star
224323,NO,NO,NO,NO,NO,7.0,3-star
225142,NO,NO,YES,YES,NO,9.1,4-star
225398,NO,NO,NO,NO,NO,7.8,3-star
225664,NO,NO,NO,YES,YES,8.8,3-star
226620,NO,NO,YES,YES,NO,,3-star
227600,NO,NO,YES,YES,YES,9.2,3-star
229184,YES,YES,YES,YES,NO,8.7,4-star
229191,NO,NO,NO,YES,NO,9.2,3-star
229247,NO,NO,YES,YES,NO,,4-star
229338,NO,NO,YES,YES,NO,7.9,4-star
229953,NO,NO,YES,YES,YES,6.6,3-star
231137,NO,YES,NO,NO,NO,9.3,4-star
232582,NO,NO,NO,NO,YES,8.3,3-star
233087,NO,NO,YES,YES,YES,8.5,3-star
235208,NO,NO,YES,YES,NO,9.3,5-star
235478,NO,NO,NO,YES,NO,7.5,3-star
236185,NO,NO,NO,YES,YES,,3-star
236952,NO,NO,NO,YES,NO,9.0,4-star
239049,YES,NO,YES,YES,YES,7.9,4-star
239313,YES,NO,YES,YES,YES,,4-star
240013,NO,YES,NO,YES,NO,8.5,3-star
240014,NO,YES,NO,YES,NO,8.5,3-star
240128,NO,NO,YES,YES,YES,,3-star
241310,YES,YES,YES,YES,YES,9.1,4-star
241667,YES,NO,NO,YES,NO,7.1,3-star
241803,YES,YES,NO,YES,YES,7.6,3-star
241901,NO,NO,NO,YES,NO,6.9,2-star
243025,NO,YES,NO,YES,YES,8.2,4-star
244893,NO,NO,YES,YES,YES,8.0,4-star
245162,NO,NO,NO,YES,YES,7.8,3-star
246348,YES,YES,NO,YES,YES,,4-star
246444,NO,NO,NO,YES,NO,6.3,3-star
246914,NO,NO,NO,YES,NO,,4-star
247137,YES,YES,NO,YES,NO,8.0,4-star
249224,NO,YES,NO,NO,NO,8.5,3-star
249790,NO,NO,NO,NO,NO,,3-star
250483,YES,YES,YES,YES,YES,,4-star
253187,YES,YES,YES,YES,NO,8.6,4-star
253849,NO,NO,NO,NO,NO,7.8,4-star
255036,NO,NO,YES,YES,NO,,4-star
255328,NO,NO,NO,YES,NO,6.7,2-star
256706,NO,YES,NO,YES,YES,8.9,4-star
259914,YES,YES,NO,YES,NO,7.3,4-star
261139,NO,NO,NO,YES,YES,6.7,3-star
263208,NO,YES,NO,YES,NO,,4-star
263877,NO,NO,NO,YES,YES,8.5,3-star
263878,NO,NO,NO,YES,YES,6.6,4-star
263880,NO,NO,NO,YES,YES,7.7,4-star
265394,NO,YES,NO,YES,YES,,4-star
265603,NO,YES,NO,YES,YES,,4-star
266183,NO,NO,NO,YES,YES,8.9,4-star
266519,YES,YES,NO,YES,NO,7.9,4-star
266523,YES,YES,NO,YES,NO,7.7,4-star
266718,NO,NO,YES,YES,NO,7.3,3-star
267673,NO,NO,NO,YES,NO,,4-star
268221,YES,YES,NO,YES,YES,9.0,4-star
269202,NO,NO,NO,YES,NO,9.1,3-star
269213,YES,NO,NO,NO,YES,6.6,3-star
269918,YES,NO,NO,YES,NO,,4-star
272853,NO,NO,NO,YES,YES,,4-star
273363,NO,NO,NO,NO,NO,8.8,5-star
273763,NO,NO,NO,NO,NO,,3-star
275083,NO,NO,NO,NO,NO,,3-star
276781,NO,NO,NO,YES,YES,7.9,4-star
277302,NO,NO,NO,NO,YES,8.0,3-star
278786,NO,NO,NO,YES,NO,,3-star
279465,NO,NO,NO,YES,YES,8.5,4-star
279663,YES,YES,NO,YES,YES,8.7,4-star
279686,YES,YES,NO,YES,YES,8.7,3-star
280436,YES,NO,NO,YES,YES,,4-star
281361,NO,NO,YES,YES,NO,,4-star
295990,NO,NO,NO,NO,NO,8.0,3-star
296006,NO,NO,NO,NO,NO,,5-star
297207,NO,NO,NO,NO,NO,8.3,3-star
297208,NO,NO,NO,NO,NO,8.0,3-star
298453,NO,NO,NO,NO,NO,,3-star
298504,NO,NO,NO,NO,NO,7.4,3-star
298590,NO,NO,NO,NO,NO,8.3,4-star
298593,NO,NO,NO,NO,NO,8.8,4-star
298712,NO,NO,NO,NO,NO,,4-star
298758,NO,NO,NO,NO,NO,7.5,3-star
298792,NO,NO,NO,NO,NO,,3-star
298793,NO,NO,NO,NO,NO,,4-star
299619,NO,NO,NO,NO,NO,8.8,3-star
300742,NO,NO,NO,NO,NO,8.5,3-star
300743,NO,NO,NO,NO,NO,,4-star
301327,NO,NO,NO,NO,NO,,3-star
302840,NO,NO,NO,NO,NO,,4-star
303008,NO,NO,NO,NO,NO,,4-star
303578,NO,NO,NO,NO,NO,8.4,5-star
303955,NO,NO,NO,NO,NO,8.1,
304517,NO,NO,NO,NO,NO,8.2,3-star
304518,NO,NO,NO,NO,NO,7.3,3-star
304547,NO,NO,NO,NO,NO,9.1,5-star
304659,NO,NO,NO,NO,NO,8.3,3-star
304911,NO,NO,NO,NO,NO,,4-star
304913,NO,NO,NO,NO,NO,9.1,3-star
305721,NO,NO,NO,NO,NO,,3-star
309141,NO,NO,NO,NO,NO,,4-star
310208,NO,NO,NO,NO,NO,9.1,4-star
310247,NO,NO,NO,NO,NO,,5-star
310257,NO,NO,NO,NO,NO,7.4,3-star
311117,NO,NO,NO,NO,NO,8.5,3-star
311242,NO,NO,NO,NO,NO,8.9,2-star
311251,NO,NO,NO,NO,NO,,
311252,NO,NO,NO,NO,NO,,
311354,NO,NO,NO,NO,NO,8.1,3-star
312222,NO,NO,NO,NO,NO,7.5,4-star
312574,NO,NO,NO,NO,NO,8.7,3-star
312581,NO,NO,NO,NO,NO,6.3,3-star
313748,NO,NO,NO,NO,NO,,
314275,NO,NO,NO,NO,NO,8.6,3-star
314284,NO,NO,NO,NO,NO,9.7,3-star
317664,NO,NO,NO,NO,NO,7.7,3-star
317698,NO,NO,NO,NO,NO,9.1,4-star
317722,NO,NO,NO,NO,NO,,3-star
319026,NO,NO,NO,NO,NO,6.6,
319027,NO,NO,NO,NO,NO,8.3,2-star
319147,NO,NO,NO,NO,NO,9.2,3-star
320473,NO,NO,NO,NO,NO,,3-star
320474,NO,NO,NO,NO,NO,,3-star
320475,NO,NO,NO,NO,NO,,3-star
320476,NO,NO,NO,NO,NO,,
320477,NO,NO,NO,NO,NO,,
320973,NO,NO,NO,NO,NO,,
321089,NO,NO,NO,NO,NO,,2-star
322493,NO,NO,NO,NO,NO,,3-star
322494,NO,NO,NO,NO,NO,,3-star
322913,NO,NO,NO,NO,NO,,3-star
322930,NO,NO,NO,NO,NO,,
336840,NO,NO,NO,NO,NO,8.5,4-star
336844,NO,NO,NO,NO,NO,8.8,4-star
336853,NO,NO,NO,NO,NO,8.3,3-star
336948,NO,NO,NO,NO,NO,,3-star
337011,NO,NO,NO,NO,NO,8.8,5-star
337697,NO,NO,NO,NO,NO,,4-star
337698,NO,NO,NO,NO,NO,8.7,3-star
337709,NO,NO,NO,NO,NO,8.8,4-star
337712,NO,NO,NO,NO,NO,,3-star
337779,NO,NO,NO,NO,NO,8.3,4-star
340868,NO,NO,NO,NO,NO,,4-star
343285,NO,NO,NO,NO,NO,,5-star
347376,NO,NO,NO,NO,NO,,4-star
350007,NO,NO,NO,NO,NO,,3-star
350047,NO,NO,NO,NO,NO,,3-star
353145,NO,NO,NO,NO,NO,,3-star
353149,NO,NO,NO,NO,NO,,3-star
353708,NO,NO,NO,NO,NO,,4-star
353713,NO,NO,NO,NO,NO,,4-star
353740,NO,NO,NO,NO,NO,,3-star
353755,NO,NO,NO,NO,NO,,3-star
354965,NO,NO,NO,NO,NO,,4-star
356488,NO,NO,NO,NO,NO,,3-star
356489,NO,NO,NO,NO,NO,,3-star
357405,NO,NO,NO,NO,NO,,4-star
357432,NO,NO,NO,NO,NO,,3-star
357433,NO,NO,NO,NO,NO,,3-star
357434,NO,NO,NO,NO,NO,,3-star
357435,NO,NO,NO,NO,NO,,3-star
357436,NO,NO,NO,NO,NO,,4-star
357443,NO,NO,NO,NO,NO,,3-star
357450,NO,NO,NO,NO,NO,,3-star
357452,NO,NO,NO,NO,NO,,3-star
357471,NO,NO,NO,NO,NO,,3-star
357484,NO,NO,NO,NO,NO,,4-star
357511,NO,NO,NO,NO,NO,,3-star
357519,NO,NO,NO,NO,NO,,3-star
357634,NO,NO,NO,NO,NO,,
357782,NO,NO,NO,NO,NO,,3-star
358039,NO,NO,NO,NO,NO,,4-star
358043,NO,NO,NO,NO,NO,,3-star
358049,NO,NO,NO,NO,NO,,5-star
358050,NO,NO,NO,NO,NO,,3-star
358151,NO,NO,NO,NO,NO,,3-star
359087,NO,NO,NO,NO,NO,,4-star
359088,NO,NO,NO,NO,NO,,3-star
359112,NO,NO,NO,NO,NO,,4-star
359113,NO,NO,NO,NO,NO,,
359845,NO,NO,NO,NO,NO,,
359871,NO,NO,NO,NO,NO,,4-star
359903,NO,NO,NO,NO,NO,,4-star
368299,NO,NO,NO,NO,NO,,3-star
368386,NO,NO,NO,NO,NO,,4-star
368564,NO,NO,NO,NO,NO,,3-star
368565,NO,NO,NO,NO,NO,,3-star
368570,NO,NO,NO,NO,NO,,3-star
368812,NO,NO,NO,NO,NO,,3-star
368813,NO,NO,NO,NO,NO,,4-star
368880,NO,NO,NO,NO,NO,,3-star
368881,NO,NO,NO,NO,NO,,3-star
369213,NO,NO,NO,NO,NO,,3-star
369218,NO,NO,NO,NO,NO,,3-star
371650,NO,NO,NO,NO,NO,,2-star
373914,NO,NO,NO,NO,NO,,
375425,NO,NO,NO,NO,NO,,3-star
375446,NO,NO,NO,NO,NO,,
375497,NO,NO,NO,NO,NO,,3-star
375788,NO,NO,NO,NO,NO,,
376466,NO,NO,NO,NO,NO,,
377785,NO,NO,NO,NO,NO,,
377946,NO,NO,NO,NO,NO,,3-star
378209,NO,NO,NO,NO,NO,,3-star
378211,NO,NO,NO,NO,NO,,4-star
378212,NO,NO,NO,NO,NO,,3-star
378372,NO,NO,NO,NO,NO,,3-star
378432,NO,NO,NO,NO,NO,,3-star
378688,NO,NO,NO,NO,NO,,3-star
379400,NO,NO,NO,NO,NO,,4-star
655603,NO,NO,NO,NO,NO,,3-star
655604,NO,NO,NO,NO,NO,,3-star
655605,NO,NO,NO,NO,NO,,3-star
655606,NO,NO,NO,NO,NO,,4-star
655607,NO,NO,NO,NO,NO,,3-star
655608,NO,NO,NO,NO,NO,,2-star
655609,NO,NO,NO,NO,NO,,3-star
655610,NO,NO,NO,NO,NO,,2-star
655611,NO,NO,NO,NO,NO,,2-star
655612,NO,NO,NO,NO,NO,,2-star
655613,NO,NO,NO,NO,NO,,2-star
655614,NO,NO,NO,NO,NO,,3-star
655615,NO,NO,NO,NO,NO,,3-star
655616,NO,NO,NO,NO,NO,,3-star
655617,NO,NO,NO,NO,NO,,3-star
655618,NO,NO,NO,NO,NO,,3-star
655619,NO,NO,NO,NO,NO,,3-star
655620,NO,NO,NO,NO,NO,,3-star
655621,NO,NO,NO,NO,NO,,4-star
655622,NO,NO,NO,NO,NO,,3-star
655623,NO,NO,NO,NO,NO,,4-star
655624,NO,NO,NO,NO,NO,,3-star
655625,NO,NO,NO,NO,NO,,3-star
655626,NO,NO,NO,NO,NO,,3-star
655627,NO,NO,NO,NO,NO,,3-star
655628,NO,NO,NO,NO,NO,,3-star
655629,NO,NO,NO,NO,NO,,3-star
655630,NO,NO,NO,NO,NO,,3-star
655631,NO,NO,NO,NO,NO,,2-star
655632,NO,NO,NO,NO,NO,,4-star
655633,NO,NO,NO,NO,NO,,2-star
655634,NO,NO,NO,NO,NO,,3-star
655635,NO,NO,NO,NO,NO,,3-star
655636,NO,NO,NO,NO,NO,,3-star
655637,NO,NO,NO,NO,NO,,2-star
655638,NO,NO,NO,NO,NO,,4-star
655639,NO,NO,NO,NO,NO,,2-star
655640,NO,NO,NO,NO,NO,,4-star
655641,NO,NO,NO,NO,NO,,2-star
655642,NO,NO,NO,NO,NO,,2-star
655643,NO,NO,NO,NO,NO,,4-star
655644,NO,NO,NO,NO,NO,,2-star
655645,NO,NO,NO,NO,NO,,2-star
655646,NO,NO,NO,NO,NO,,2-star
655647,NO,NO,NO,NO,NO,,2-star
655648,NO,NO,NO,NO,NO,,3-star
655649,NO,NO,NO,NO,NO,,2-star
655650,NO,NO,NO,NO,NO,,3-star
655651,NO,NO,NO,NO,NO,,3-star
655652,NO,NO,NO,NO,NO,,2-star
655653,NO,NO,NO,NO,NO,,3-star
655654,NO,NO,NO,NO,NO,,4-star
655655,NO,NO,NO,NO,NO,,3-star
655656,NO,NO,NO,NO,NO,,3-star
655657,NO,NO,NO,NO,NO,,2-star
655658,NO,NO,NO,NO,NO,,3-star
655659,NO,NO,NO,NO,NO,,3-star
655660,NO,NO,NO,NO,NO,,2-star
655661,NO,NO,NO,NO,NO,,2-star
655662,NO,NO,NO,NO,NO,,2-star
655663,NO,NO,NO,NO,NO,,2-star
655664,NO,NO,NO,NO,NO,,2-star
655665,NO,NO,NO,NO,NO,,2-star
655666,NO,NO,NO,NO,NO,,2-star
655667,NO,NO,NO,NO,NO,,2-star
655668,NO,NO,NO,NO,NO,,2-star
655669,NO,NO,NO,NO,NO,,2-star
655670,NO,NO,NO,NO,NO,,2-star
655671,NO,NO,NO,NO,NO,,2-star
655672,NO,NO,NO,NO,NO,,2-star
655673,NO,NO,NO,NO,NO,,3-star
655674,NO,NO,NO,NO,NO,,2-star
655675,NO,NO,NO,NO,NO,,2-star
655676,NO,NO,NO,NO,NO,,2-star
655677,NO,NO,NO,NO,NO,,3-star
655678,NO,NO,NO,NO,NO,,2-star
655679,NO,NO,NO,NO,NO,,2-star
655680,NO,NO,NO,NO,NO,,2-star
655681,NO,NO,NO,NO,NO,,2-star
655682,NO,NO,NO,NO,NO,,3-star
655683,NO,NO,NO,NO,NO,,2-star
655684,NO,NO,NO,NO,NO,,2-star
655685,NO,NO,NO,NO,NO,,3-star
655686,NO,NO,NO,NO,NO,,3-star
655687,NO,NO,NO,NO,NO,,2-star
655688,NO,NO,NO,NO,NO,,2-star
655689,NO,NO,NO,NO,NO,,3-star
655690,NO,NO,NO,NO,NO,,2-star
655691,NO,NO,NO,NO,NO,,2-star
655692,NO,NO,NO,NO,NO,,2-star
655693,NO,NO,NO,NO,NO,,
655694,NO,NO,NO,NO,NO,,3-star
655695,NO,NO,NO,NO,NO,,3-star
655696,NO,NO,NO,NO,NO,,2-star
655697,NO,NO,NO,NO,NO,,3-star
655698,NO,NO,NO,NO,NO,,3-star
655699,NO,NO,NO,NO,NO,,2-star
655700,NO,NO,NO,NO,NO,,2-star
655701,NO,NO,NO,NO,NO,,2-star
655702,NO,NO,NO,NO,NO,,2-star
655703,NO,NO,NO,NO,NO,,2-star
655704,NO,NO,NO,NO,NO,,3-star
655705,NO,NO,NO,NO,NO,,2-star
655706,NO,NO,NO,NO,NO,,2-star
655707,NO,NO,NO,NO,NO,,4-star
655708,NO,NO,NO,NO,NO,,3-star
655709,NO,NO,NO,NO,NO,,3-star
655710,NO,NO,NO,NO,NO,,2-star
655711,NO,NO,NO,NO,NO,,3-star
655712,NO,NO,NO,NO,NO,,3-star
655713,NO,NO,NO,NO,NO,,3-star
655714,NO,NO,NO,NO,NO,,3-star
655715,NO,NO,NO,NO,NO,,4-star
655716,NO,NO,NO,NO,NO,,3-star
655717,NO,NO,NO,NO,NO,,3-star
655718,NO,NO,NO,NO,NO,,4-star
655719,NO,NO,NO,NO,NO,,3-star
655720,NO,NO,NO,NO,NO,,3-star
655721,NO,NO,NO,NO,NO,,2-star
655722,NO,NO,NO,NO,NO,,4-star
655723,NO,NO,NO,NO,NO,,4-star
655724,NO,NO,NO,NO,NO,,4-star
655725,NO,NO,NO,NO,NO,,4-star
655726,NO,NO,NO,NO,NO,,2-star
655727,NO,NO,NO,NO,NO,,2-star
655728,NO,NO,NO,NO,NO,,4-star
655729,NO,NO,NO,NO,NO,,3-star
655730,NO,NO,NO,NO,NO,,4-star
655731,NO,NO,NO,NO,NO,,4-star
655732,NO,NO,NO,NO,NO,,3-star
655733,NO,NO,NO,NO,NO,,2-star
655734,NO,NO,NO,NO,NO,,3-star
655735,NO,NO,NO,NO,NO,,3-star
655736,NO,NO,NO,NO,NO,,2-star
655737,NO,NO,NO,NO,NO,,4-star
655738,NO,NO,NO,NO,NO,,3-star
655739,NO,NO,NO,NO,NO,,3-star
655740,NO,NO,NO,NO,NO,,2-star
655741,NO,NO,NO,NO,NO,,3-star
655742,NO,NO,NO,NO,NO,,2-star
655743,NO,NO,NO,NO,NO,,3-star
655744,NO,NO,NO,NO,NO,,3-star
655745,NO,NO,NO,NO,NO,,2-star
655746,NO,NO,NO,NO,NO,,3-star
655747,NO,NO,NO,NO,NO,,3-star
655748,NO,NO,NO,NO,NO,,4-star
655749,NO,NO,NO,NO,NO,,3-star
655750,NO,NO,NO,NO,NO,,2-star
655751,NO,NO,NO,NO,NO,,3-star
655752,NO,NO,NO,NO,NO,,3-star
655753,NO,NO,NO,NO,NO,,3-star
655754,NO,NO,NO,NO,NO,,3-star
655755,NO,NO,NO,NO,NO,,3-star
655756,NO,NO,NO,NO,NO,,3-star
655757,NO,NO,NO,NO,NO,,3-star
655758,NO,NO,NO,NO,NO,,2-star
655759,NO,NO,NO,NO,NO,,4-star
655760,NO,NO,NO,NO,NO,,4-star
655761,NO,NO,NO,NO,NO,,3-star
655762,NO,NO,NO,NO,NO,,4-star
655763,NO,NO,NO,NO,NO,,2-star
655764,NO,NO,NO,NO,NO,,2-star
655765,NO,NO,NO,NO,NO,,3-star
655766,NO,NO,NO,NO,NO,,3-star
655767,NO,NO,NO,NO,NO,,4-star
655768,NO,NO,NO,NO,NO,,3-star
655769,NO,NO,NO,NO,NO,,2-star
655770,NO,NO,NO,NO,NO,,4-star
655771,NO,NO,NO,NO,NO,,3-star
655772,NO,NO,NO,NO,NO,,4-star
655773,NO,NO,NO,NO,NO,,2-star
655774,NO,NO,NO,NO,NO,,3-star
655775,NO,NO,NO,NO,NO,,2-star
655776,NO,NO,NO,NO,NO,,4-star
655777,NO,NO,NO,NO,NO,,4-star
655778,NO,NO,NO,NO,NO,,2-star
655779,NO,NO,NO,NO,NO,,3-star
655780,NO,NO,NO,NO,NO,,3-star
655781,NO,NO,NO,NO,NO,,3-star
655782,NO,NO,NO,NO,NO,,2-star
655783,NO,NO,NO,NO,NO,,3-star
655784,NO,NO,NO,NO,NO,,3-star
655785,NO,NO,NO,NO,NO,,2-star
655786,NO,NO,NO,NO,NO,,4-star
655787,NO,NO,NO,NO,NO,,3-star
655788,NO,NO,NO,NO,NO,,3-star
655789,NO,NO,NO,NO,NO,,4-star
655790,NO,NO,NO,NO,NO,,3-star
655791,NO,NO,NO,NO,NO,,3-star
655792,NO,NO,NO,NO,NO,,2-star
655793,NO,NO,NO,NO,NO,,3-star
655794,NO,NO,NO,NO,NO,,2-star
655795,NO,NO,NO,NO,NO,,2-star
655796,NO,NO,NO,NO,NO,,2-star
655797,NO,NO,NO,NO,NO,,3-star
655798,NO,NO,NO,NO,NO,,4-star
655799,NO,NO,NO,NO,NO,,4-star
655800,NO,NO,NO,NO,NO,,4-star
655801,NO,NO,NO,NO,NO,,3-star
655802,NO,NO,NO,NO,NO,,3-star
655803,NO,NO,NO,NO,NO,,4-star
655804,NO,NO,NO,NO,NO,,3-star
655805,NO,NO,NO,NO,NO,,2-star
655806,NO,NO,NO,NO,NO,,3-star
655807,NO,NO,NO,NO,NO,,3-star
655808,NO,NO,NO,NO,NO,,4-star
655809,NO,NO,NO,NO,NO,,3-star
655810,NO,NO,NO,NO,NO,,3-star
655811,NO,NO,NO,NO,NO,,3-star
655812,NO,NO,NO,NO,NO,,4-star
655813,NO,NO,NO,NO,NO,,3-star
655814,NO,NO,NO,NO,NO,,3-star
655815,NO,NO,NO,NO,NO,,3-star
